Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Per_Capita_Income,Age_Group,Experience_Group,Is_Anomaly
54,Bachelor's,Others,4,Urban,18,Single,Full-time,1,Own,Single-family home,Female,Public transit,74946,74946,50–59,16+ yrs,Yes
37,High School,Finance,3,Rural,32,Single,Part-time,2,Own,Apartment,Male,Public transit,694795,347397.5,30–39,16+ yrs,Yes
66,Master's,Healthcare,5,Urban,3,Married,Self-employed,1,Own,Single-family home,Male,Car,74456,74456,60–70,0–5 yrs,Yes
38,High School,Finance,2,Urban,32,Single,Full-time,4,Rent,Townhouse,Male,Biking,71334,17833.5,30–39,16+ yrs,Yes
27,Master's,Healthcare,5,Urban,44,Married,Full-time,5,Rent,Single-family home,Male,Biking,6236164,1247232.8,18–29,16+ yrs,Yes
22,Bachelor's,Healthcare,3,Rural,15,Married,Part-time,6,Rent,Single-family home,Female,Biking,72176,12029.33333,18–29,11–15 yrs,Yes
53,Bachelor's,Others,4,Urban,43,Married,Full-time,5,Own,Townhouse,Female,Public transit,71246,14249.2,50–59,16+ yrs,Yes
23,High School,Others,4,Urban,0,Single,Self-employed,7,Rent,Single-family home,Male,Public transit,66004,9429.142857,18–29,0–5 yrs,No
43,Master's,Healthcare,5,Rural,14,Married,Full-time,4,Own,Apartment,Male,Car,170369,42592.25,40–49,11–15 yrs,Yes
21,High School,Healthcare,5,Urban,21,Married,Self-employed,5,Rent,Apartment,Female,Public transit,33495,6699,18–29,16+ yrs,Yes
56,High School,Healthcare,5,Urban,31,Single,Full-time,5,Own,Apartment,Male,Walking,72382,14476.4,50–59,16+ yrs,No
56,Bachelor's,Technology,1,Urban,36,Married,Self-employed,6,Own,Apartment,Male,Public transit,48190,8031.666667,50–59,16+ yrs,No
67,Master's,Others,2,Urban,22,Married,Self-employed,3,Own,Apartment,Male,Car,69538,23179.33333,60–70,16+ yrs,No
52,High School,Healthcare,2,Urban,32,Divorced,Part-time,3,Rent,Single-family home,Male,Public transit,78978,26326,50–59,16+ yrs,No
18,High School,Education,4,Rural,48,Married,Part-time,7,Rent,Apartment,Female,Biking,72152,10307.42857,18–29,16+ yrs,Yes
41,Master's,Healthcare,4,Rural,39,Single,Full-time,3,Own,Single-family home,Female,Walking,65260,21753.33333,40–49,16+ yrs,Yes
53,Master's,Healthcare,3,Urban,21,Married,Full-time,1,Own,Single-family home,Male,Car,68108,68108,50–59,16+ yrs,Yes
23,High School,Finance,3,Urban,39,Single,Full-time,3,Rent,Single-family home,Male,Public transit,71560,23853.33333,18–29,16+ yrs,Yes
58,Bachelor's,Finance,1,Urban,46,Single,Part-time,4,Rent,Apartment,Male,Walking,4149454,1037363.5,50–59,16+ yrs,Yes
63,Bachelor's,Healthcare,4,Urban,11,Married,Self-employed,7,Own,Townhouse,Male,Car,65922,9417.428571,60–70,11–15 yrs,No
61,Bachelor's,Healthcare,3,Urban,47,Divorced,Part-time,6,Own,Single-family home,Female,Car,70970,11828.33333,60–70,16+ yrs,Yes
48,Master's,Healthcare,1,Urban,17,Divorced,Part-time,3,Rent,Single-family home,Female,Biking,428443,142814.3333,40–49,16+ yrs,No
37,High School,Technology,2,Urban,31,Single,Part-time,6,Own,Apartment,Male,Public transit,65508,10918,30–39,16+ yrs,Yes
41,Master's,Healthcare,4,Urban,2,Single,Self-employed,4,Own,Apartment,Female,Biking,1587335,396833.75,40–49,0–5 yrs,No
42,Bachelor's,Technology,0,Suburban,35,Married,Part-time,3,Own,Single-family home,Male,Car,75408,25136,40–49,16+ yrs,Yes
53,Bachelor's,Education,4,Suburban,46,Single,Self-employed,5,Rent,Townhouse,Female,Public transit,74268,14853.6,50–59,16+ yrs,Yes
38,Bachelor's,Healthcare,3,Urban,45,Single,Full-time,3,Own,Single-family home,Male,Public transit,71520,23840,30–39,16+ yrs,Yes
47,Master's,Finance,4,Suburban,0,Married,Full-time,4,Own,Single-family home,Female,Biking,72886,18221.5,40–49,0–5 yrs,No
41,High School,Healthcare,0,Urban,24,Married,Self-employed,4,Own,Single-family home,Male,Public transit,74582,18645.5,40–49,16+ yrs,No
61,High School,Finance,4,Urban,19,Married,Part-time,6,Own,Apartment,Male,Public transit,65476,10912.66667,60–70,16+ yrs,No
59,High School,Technology,3,Suburban,16,Married,Full-time,4,Own,Townhouse,Male,Public transit,65088,16272,50–59,16+ yrs,No
47,Doctorate,Finance,2,Suburban,48,Married,Self-employed,3,Rent,Apartment,Female,Car,313450,104483.3333,40–49,16+ yrs,Yes
39,Master's,Healthcare,3,Urban,21,Married,Self-employed,1,Own,Single-family home,Female,Biking,67970,67970,30–39,16+ yrs,Yes
45,Bachelor's,Finance,1,Urban,49,Single,Full-time,4,Rent,Apartment,Male,Public transit,67066,16766.5,40–49,16+ yrs,Yes
24,High School,Healthcare,3,Rural,32,Married,Self-employed,6,Own,Townhouse,Female,Car,66254,11042.33333,18–29,16+ yrs,Yes
52,Master's,Others,1,Urban,25,Single,Part-time,1,Own,Apartment,Male,Public transit,73514,73514,50–59,16+ yrs,No
45,Master's,Finance,4,Urban,26,Married,Full-time,7,Own,Single-family home,Male,Car,68255,9750.714286,40–49,16+ yrs,No
31,Bachelor's,Education,1,Suburban,33,Married,Part-time,3,Own,Apartment,Male,Car,2618057,872685.6667,30–39,16+ yrs,Yes
27,Bachelor's,Education,5,Urban,22,Single,Self-employed,6,Own,Townhouse,Male,Public transit,66950,11158.33333,18–29,16+ yrs,Yes
33,High School,Others,4,Urban,15,Married,Part-time,1,Rent,Apartment,Male,Biking,83620,83620,30–39,11–15 yrs,Yes
33,Bachelor's,Others,1,Rural,13,Single,Self-employed,1,Rent,Townhouse,Female,Car,3519348,3519348,30–39,11–15 yrs,No
48,Master's,Others,3,Urban,49,Married,Full-time,4,Own,Apartment,Female,Biking,66826,16706.5,40–49,16+ yrs,Yes
59,High School,Finance,0,Urban,40,Married,Part-time,6,Rent,Single-family home,Male,Car,66912,11152,50–59,16+ yrs,No
42,Bachelor's,Finance,4,Urban,13,Married,Full-time,3,Rent,Single-family home,Male,Walking,1774358,591452.6667,40–49,11–15 yrs,Yes
30,High School,Technology,1,Urban,44,Divorced,Full-time,4,Own,Townhouse,Male,Car,476537,119134.25,30–39,16+ yrs,Yes
23,Master's,Healthcare,0,Urban,25,Single,Part-time,7,Own,Single-family home,Male,Biking,67846,9692.285714,18–29,16+ yrs,Yes
61,Bachelor's,Healthcare,1,Urban,45,Married,Part-time,5,Rent,Single-family home,Male,Walking,1855238,371047.6,60–70,16+ yrs,No
26,High School,Technology,1,Urban,50,Married,Part-time,2,Rent,Apartment,Female,Walking,381685,190842.5,18–29,16+ yrs,Yes
62,Bachelor's,Education,1,Urban,48,Married,Self-employed,1,Rent,Single-family home,Female,Car,71434,71434,60–70,16+ yrs,Yes
53,Bachelor's,Technology,3,Urban,26,Married,Part-time,7,Rent,Apartment,Female,Public transit,53346,7620.857143,50–59,16+ yrs,No
60,High School,Healthcare,1,Urban,39,Married,Full-time,3,Rent,Single-family home,Male,Biking,3756125,1252041.667,60–70,16+ yrs,No
37,Master's,Technology,0,Urban,3,Married,Self-employed,1,Own,Single-family home,Male,Biking,70318,70318,30–39,0–5 yrs,No
35,High School,Healthcare,5,Urban,8,Married,Full-time,7,Own,Apartment,Male,Public transit,233123,33303.28571,30–39,6–10 yrs,No
60,Bachelor's,Technology,1,Urban,26,Married,Part-time,3,Own,Apartment,Male,Walking,66752,22250.66667,60–70,16+ yrs,No
38,High School,Technology,5,Urban,42,Married,Full-time,4,Rent,Apartment,Male,Car,239997,59999.25,30–39,16+ yrs,Yes
21,High School,Healthcare,2,Suburban,38,Single,Self-employed,2,Rent,Apartment,Female,Biking,1398816,699408,18–29,16+ yrs,Yes
67,High School,Others,4,Suburban,14,Married,Full-time,2,Rent,Apartment,Female,Car,2919753,1459876.5,60–70,11–15 yrs,Yes
50,High School,Technology,3,Urban,24,Single,Full-time,2,Own,Single-family home,Female,Public transit,69212,34606,50–59,16+ yrs,Yes
44,Bachelor's,Others,2,Urban,17,Single,Full-time,7,Rent,Townhouse,Male,Public transit,589615,84230.71429,40–49,16+ yrs,No
24,High School,Healthcare,2,Urban,29,Married,Full-time,2,Rent,Single-family home,Female,Car,511259,255629.5,18–29,16+ yrs,Yes
23,Master's,Healthcare,0,Urban,36,Divorced,Full-time,1,Own,Apartment,Female,Car,74012,74012,18–29,16+ yrs,Yes
32,High School,Healthcare,0,Urban,15,Married,Full-time,3,Own,Single-family home,Female,Public transit,69332,23110.66667,30–39,11–15 yrs,No
35,High School,Healthcare,5,Urban,11,Married,Self-employed,5,Own,Single-family home,Female,Car,73350,14670,30–39,11–15 yrs,No
49,Bachelor's,Healthcare,5,Urban,16,Divorced,Self-employed,3,Own,Apartment,Male,Car,67890,22630,40–49,16+ yrs,Yes
28,Master's,Healthcare,3,Rural,24,Single,Self-employed,1,Own,Townhouse,Female,Walking,67894,67894,18–29,16+ yrs,Yes
37,Bachelor's,Others,3,Urban,14,Single,Full-time,6,Rent,Apartment,Female,Biking,71614,11935.66667,30–39,11–15 yrs,No
41,Master's,Others,4,Suburban,24,Single,Full-time,4,Rent,Townhouse,Male,Public transit,1984055,496013.75,40–49,16+ yrs,No
32,High School,Others,1,Urban,20,Married,Full-time,7,Rent,Apartment,Male,Car,68254,9750.571429,30–39,16+ yrs,Yes
65,Master's,Others,3,Urban,18,Single,Full-time,7,Rent,Single-family home,Male,Biking,168030,24004.28571,60–70,16+ yrs,No
24,High School,Technology,3,Urban,23,Married,Part-time,5,Rent,Townhouse,Male,Public transit,562108,112421.6,18–29,16+ yrs,Yes
38,High School,Technology,5,Rural,6,Single,Self-employed,7,Own,Single-family home,Male,Public transit,278003,39714.71429,30–39,6–10 yrs,No
59,Bachelor's,Healthcare,1,Urban,11,Single,Part-time,5,Own,Townhouse,Male,Public transit,71328,14265.6,50–59,11–15 yrs,No
43,Bachelor's,Healthcare,4,Urban,48,Single,Self-employed,6,Own,Apartment,Male,Car,67100,11183.33333,40–49,16+ yrs,Yes
61,Doctorate,Finance,0,Urban,38,Married,Full-time,5,Own,Apartment,Female,Public transit,72296,14459.2,60–70,16+ yrs,No
31,High School,Others,4,Suburban,10,Married,Part-time,1,Own,Single-family home,Male,Biking,66486,66486,30–39,6–10 yrs,Yes
54,Doctorate,Finance,1,Urban,32,Divorced,Full-time,7,Own,Apartment,Female,Car,65572,9367.428571,50–59,16+ yrs,No
38,Bachelor's,Finance,0,Urban,48,Married,Full-time,2,Own,Single-family home,Female,Public transit,2305149,1152574.5,30–39,16+ yrs,Yes
35,Bachelor's,Healthcare,0,Rural,24,Single,Part-time,6,Own,Single-family home,Male,Public transit,3267390,544565,30–39,16+ yrs,Yes
22,High School,Technology,0,Urban,38,Married,Part-time,2,Own,Townhouse,Male,Biking,73276,36638,18–29,16+ yrs,Yes
20,High School,Technology,4,Urban,33,Married,Full-time,2,Own,Single-family home,Female,Public transit,71056,35528,18–29,16+ yrs,Yes
40,Master's,Others,5,Urban,10,Single,Full-time,7,Own,Single-family home,Female,Car,69728,9961.142857,40–49,6–10 yrs,No
43,Bachelor's,Others,1,Suburban,15,Married,Full-time,7,Own,Apartment,Female,Public transit,2889951,412850.1429,40–49,11–15 yrs,No
54,Bachelor's,Technology,4,Urban,31,Single,Full-time,3,Own,Single-family home,Female,Public transit,65900,21966.66667,50–59,16+ yrs,Yes
41,Doctorate,Healthcare,4,Urban,14,Single,Part-time,2,Rent,Single-family home,Female,Public transit,69420,34710,40–49,11–15 yrs,Yes
66,High School,Healthcare,2,Suburban,39,Single,Full-time,5,Own,Apartment,Female,Car,70722,14144.4,60–70,16+ yrs,No
36,Bachelor's,Education,3,Urban,14,Divorced,Full-time,2,Rent,Single-family home,Female,Biking,68262,34131,30–39,11–15 yrs,Yes
68,Bachelor's,Others,4,Rural,6,Married,Part-time,6,Rent,Apartment,Male,Public transit,68962,11493.66667,60–70,6–10 yrs,No
42,High School,Healthcare,2,Urban,36,Single,Part-time,6,Rent,Apartment,Female,Car,69328,11554.66667,40–49,16+ yrs,Yes
38,High School,Healthcare,5,Urban,39,Divorced,Part-time,5,Own,Single-family home,Male,Car,67636,13527.2,30–39,16+ yrs,Yes
29,Bachelor's,Education,5,Urban,1,Divorced,Full-time,5,Rent,Single-family home,Female,Public transit,64932,12986.4,18–29,0–5 yrs,No
58,Bachelor's,Others,1,Suburban,5,Married,Full-time,3,Own,Apartment,Male,Public transit,165647,55215.66667,50–59,0–5 yrs,No
50,Master's,Technology,2,Urban,35,Married,Self-employed,6,Own,Single-family home,Female,Public transit,1719309,286551.5,50–59,16+ yrs,No
67,High School,Technology,4,Urban,38,Single,Full-time,2,Rent,Apartment,Male,Public transit,218277,109138.5,60–70,16+ yrs,Yes
70,Doctorate,Education,1,Urban,37,Married,Part-time,4,Own,Townhouse,Female,Public transit,5081235,1270308.75,60–70,16+ yrs,No
21,High School,Healthcare,2,Rural,27,Married,Self-employed,2,Rent,Single-family home,Male,Car,2145508,1072754,18–29,16+ yrs,Yes
59,Bachelor's,Healthcare,4,Urban,21,Divorced,Full-time,4,Rent,Single-family home,Male,Public transit,231817,57954.25,50–59,16+ yrs,No
24,Bachelor's,Finance,1,Urban,36,Married,Part-time,6,Own,Apartment,Female,Car,69130,11521.66667,18–29,16+ yrs,Yes
39,High School,Others,1,Rural,4,Single,Full-time,3,Rent,Single-family home,Male,Public transit,3002126,1000708.667,30–39,0–5 yrs,No
50,High School,Technology,3,Suburban,17,Married,Self-employed,1,Own,Single-family home,Female,Public transit,65930,65930,50–59,16+ yrs,Yes
34,Master's,Education,5,Urban,10,Married,Full-time,3,Own,Single-family home,Female,Biking,72724,24241.33333,30–39,6–10 yrs,Yes
41,Master's,Finance,4,Rural,7,Married,Full-time,3,Own,Apartment,Male,Biking,1003673,334557.6667,40–49,6–10 yrs,Yes
51,High School,Technology,3,Urban,19,Single,Full-time,4,Rent,Townhouse,Female,Public transit,3554242,888560.5,50–59,16+ yrs,No
45,Bachelor's,Healthcare,1,Urban,10,Married,Self-employed,3,Own,Apartment,Male,Walking,73926,24642,40–49,6–10 yrs,No
60,Bachelor's,Education,1,Urban,26,Single,Part-time,5,Rent,Townhouse,Male,Car,559295,111859,60–70,16+ yrs,No
58,High School,Technology,2,Urban,28,Single,Full-time,3,Rent,Apartment,Female,Car,259700,86566.66667,50–59,16+ yrs,No
56,Bachelor's,Technology,3,Rural,24,Married,Part-time,6,Rent,Single-family home,Male,Biking,202585,33764.16667,50–59,16+ yrs,No
39,Master's,Others,0,Suburban,50,Single,Full-time,3,Own,Apartment,Male,Public transit,71238,23746,30–39,16+ yrs,Yes
66,Bachelor's,Others,4,Urban,18,Married,Full-time,4,Rent,Apartment,Male,Car,68400,17100,60–70,16+ yrs,No
34,Doctorate,Healthcare,5,Suburban,1,Single,Part-time,6,Rent,Apartment,Female,Public transit,66370,11061.66667,30–39,0–5 yrs,No
51,High School,Finance,3,Urban,41,Divorced,Full-time,3,Rent,Single-family home,Female,Car,71104,23701.33333,50–59,16+ yrs,Yes
23,Bachelor's,Education,1,Urban,38,Married,Self-employed,3,Own,Single-family home,Male,Public transit,67592,22530.66667,18–29,16+ yrs,Yes
63,Bachelor's,Technology,2,Rural,43,Single,Part-time,6,Own,Apartment,Male,Public transit,2775259,462543.1667,60–70,16+ yrs,No
23,Bachelor's,Technology,4,Suburban,1,Married,Self-employed,6,Own,Single-family home,Female,Public transit,612306,102051,18–29,0–5 yrs,No
51,Bachelor's,Technology,5,Urban,6,Single,Self-employed,6,Own,Townhouse,Female,Car,65970,10995,50–59,6–10 yrs,No
18,High School,Others,4,Urban,50,Married,Full-time,2,Own,Townhouse,Female,Public transit,65928,32964,18–29,16+ yrs,Yes
27,Master's,Finance,2,Urban,30,Single,Self-employed,6,Rent,Townhouse,Female,Car,71944,11990.66667,18–29,16+ yrs,Yes
38,Master's,Others,1,Urban,32,Single,Self-employed,5,Own,Apartment,Male,Car,70598,14119.6,30–39,16+ yrs,Yes
22,High School,Healthcare,5,Urban,10,Divorced,Self-employed,5,Rent,Apartment,Male,Public transit,73142,14628.4,18–29,6–10 yrs,Yes
19,Master's,Education,0,Urban,39,Single,Full-time,5,Rent,Apartment,Male,Biking,721165,144233,18–29,16+ yrs,Yes
39,Bachelor's,Technology,2,Urban,39,Married,Self-employed,3,Rent,Townhouse,Female,Public transit,66196,22065.33333,30–39,16+ yrs,Yes
65,Master's,Others,0,Suburban,45,Single,Full-time,5,Own,Apartment,Male,Car,72812,14562.4,60–70,16+ yrs,No
19,High School,Education,3,Urban,12,Married,Part-time,2,Own,Townhouse,Male,Walking,2461351,1230675.5,18–29,11–15 yrs,Yes
27,High School,Healthcare,4,Urban,9,Single,Full-time,1,Rent,Single-family home,Female,Public transit,70230,70230,18–29,6–10 yrs,Yes
51,Bachelor's,Education,5,Rural,48,Single,Self-employed,1,Own,Apartment,Male,Public transit,1974587,1974587,50–59,16+ yrs,Yes
33,Bachelor's,Technology,1,Urban,37,Single,Full-time,7,Own,Single-family home,Female,Public transit,62198,8885.428571,30–39,16+ yrs,Yes
65,Bachelor's,Finance,0,Suburban,19,Single,Part-time,2,Own,Apartment,Female,Car,69916,34958,60–70,16+ yrs,No
68,Bachelor's,Finance,1,Urban,20,Divorced,Part-time,7,Own,Single-family home,Male,Public transit,70716,10102.28571,60–70,16+ yrs,No
56,High School,Others,3,Urban,13,Divorced,Full-time,1,Rent,Single-family home,Female,Biking,71324,71324,50–59,11–15 yrs,Yes
39,Bachelor's,Finance,0,Urban,23,Married,Part-time,1,Own,Apartment,Male,Car,75150,75150,30–39,16+ yrs,No
29,Bachelor's,Healthcare,1,Urban,39,Single,Part-time,4,Own,Townhouse,Male,Biking,74098,18524.5,18–29,16+ yrs,Yes
41,Bachelor's,Technology,1,Urban,6,Single,Part-time,3,Own,Apartment,Male,Public transit,4285698,1428566,40–49,6–10 yrs,No
64,High School,Technology,3,Urban,4,Married,Full-time,4,Own,Apartment,Male,Car,431193,107798.25,60–70,0–5 yrs,No
57,High School,Others,2,Urban,5,Divorced,Full-time,7,Rent,Single-family home,Male,Car,6758509,965501.2857,50–59,0–5 yrs,No
55,Master's,Healthcare,5,Urban,39,Married,Full-time,4,Rent,Townhouse,Female,Biking,75420,18855,50–59,16+ yrs,Yes
27,High School,Healthcare,3,Urban,34,Single,Self-employed,2,Own,Townhouse,Female,Public transit,69286,34643,18–29,16+ yrs,Yes
52,High School,Healthcare,0,Rural,8,Married,Full-time,1,Own,Townhouse,Male,Car,2268248,2268248,50–59,6–10 yrs,No
68,High School,Technology,0,Suburban,41,Single,Full-time,2,Own,Single-family home,Female,Car,69416,34708,60–70,16+ yrs,No
66,Bachelor's,Healthcare,4,Suburban,0,Married,Full-time,5,Rent,Single-family home,Male,Public transit,65100,13020,60–70,0–5 yrs,No
49,Bachelor's,Technology,1,Urban,38,Divorced,Part-time,4,Own,Single-family home,Female,Biking,73414,18353.5,40–49,16+ yrs,Yes
24,Bachelor's,Finance,5,Urban,19,Divorced,Full-time,1,Own,Single-family home,Male,Car,69046,69046,18–29,16+ yrs,Yes
38,High School,Education,0,Urban,5,Single,Full-time,3,Own,Townhouse,Male,Car,74670,24890,30–39,0–5 yrs,No
37,Master's,Technology,2,Suburban,31,Married,Full-time,4,Own,Apartment,Male,Public transit,66060,16515,30–39,16+ yrs,Yes
43,High School,Others,2,Urban,12,Married,Part-time,1,Own,Single-family home,Male,Walking,534335,534335,40–49,11–15 yrs,Yes
21,Master's,Technology,3,Urban,38,Single,Self-employed,5,Own,Apartment,Female,Biking,31309,6261.8,18–29,16+ yrs,Yes
63,Bachelor's,Healthcare,0,Urban,39,Married,Full-time,2,Own,Single-family home,Male,Biking,72450,36225,60–70,16+ yrs,No
69,Bachelor's,Education,5,Urban,20,Married,Self-employed,1,Rent,Single-family home,Female,Walking,158110,158110,60–70,16+ yrs,Yes
39,High School,Technology,5,Urban,36,Single,Full-time,1,Own,Townhouse,Male,Car,64990,64990,30–39,16+ yrs,Yes
32,High School,Healthcare,0,Rural,11,Single,Full-time,4,Rent,Apartment,Male,Biking,69570,17392.5,30–39,11–15 yrs,No
57,Bachelor's,Technology,4,Suburban,5,Single,Full-time,1,Rent,Single-family home,Female,Car,65964,65964,50–59,0–5 yrs,Yes
38,Bachelor's,Others,4,Urban,14,Divorced,Self-employed,5,Own,Single-family home,Male,Public transit,66032,13206.4,30–39,11–15 yrs,No
32,High School,Technology,4,Urban,20,Married,Part-time,3,Own,Single-family home,Male,Car,75046,25015.33333,30–39,16+ yrs,Yes
39,Doctorate,Education,0,Urban,20,Married,Full-time,5,Own,Single-family home,Female,Public transit,940362,188072.4,30–39,16+ yrs,No
69,Doctorate,Education,3,Urban,27,Single,Full-time,1,Own,Single-family home,Female,Walking,190368,190368,60–70,16+ yrs,Yes
45,Bachelor's,Others,5,Suburban,35,Married,Part-time,3,Rent,Townhouse,Male,Public transit,136758,45586,40–49,16+ yrs,Yes
31,Doctorate,Others,3,Urban,16,Single,Full-time,5,Rent,Apartment,Female,Public transit,3336727,667345.4,30–39,16+ yrs,No
